Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
18,0.0,0.0,0.0,842.0,18.0,31.0,842.0,0.1,14.0,0.0,0.0,81.01507925987244,,,,,,,,,,,,,,,,,,,,,1.8031421849569231,6.845262057372968,13.972032685604855,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,0.0,874.0,19.0,32.0,874.0,0.1,15.0,0.0,0.0,84.26354908943176,,,,,,,,,,,,,,,,,,,,,2.245015947685342,7.168303300356771,14.958060652919254,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,0.0,0.0,959.0,20.0,85.0,959.0,0.1,4.0,0.0,0.0,92.63190078735352,,,,,,,,,,,,,,,,,,,,,-17.832771134274964,12.533149583980256,5.5268336869536085,-39.22978926418819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1.0,0.0,0.0,80.0,1.0,80.0,1039.0,0.1,65.0,0.0,0.0,240.9074366092682,,,,,,,,,,,,,,,,,,,,,26.46628702381791,21.690538134716316,63.00865133210745,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.0,0.0,0.0,109.0,2.0,29.0,1068.0,0.1,14.0,0.0,0.0,243.92431354522705,,,,,,,,,,,,,,,,,,,,,2.431323441988263,6.6098327829562376,13.957392447685258,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.0,0.0,0.0,176.0,3.0,67.0,1135.0,0.1,-2.0,0.0,0.0,250.7226700782776,,,,,,,,,,,,,,,,,,,,,-16.709908525315797,9.65726442361534,-0.8813174462501013,-33.444937900916464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.0,0.0,0.0,201.0,4.0,25.0,1160.0,0.1,10.0,0.0,0.0,253.37897038459778,,,,,,,,,,,,,,,,,,,,,0.6661937739435847,5.3115660489359655,10.003341835981539,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.0,0.0,0.0,229.0,5.0,28.0,1188.0,0.1,11.0,0.0,0.0,256.55677008628845,,,,,,,,,,,,,,,,,,,,,0.49936773899401204,5.869852726727941,11.008022740766961,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.0,0.0,0.0,293.0,6.0,64.0,1252.0,0.1,51.0,0.0,0.0,262.80562114715576,,,,,,,,,,,,,,,,,,,,,20.62333541633366,17.38348813278128,49.77961598571007,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.0,0.0,0.0,325.0,7.0,32.0,1284.0,0.1,19.0,0.0,0.0,266.4076659679413,,,,,,,,,,,,,,,,,,,,,5.393757980091831,7.9433537181059455,18.865111101729426,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.0,0.0,0.0,388.0,8.0,63.0,1347.0,0.1,46.0,0.0,0.0,272.87057614326477,,,,,,,,,,,,,,,,,,,,,16.6559234761637,16.627614302193688,45.04071320670188,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0,0.0,0.0,459.0,9.0,71.0,1418.0,0.1,54.0,0.0,0.0,280.08485651016235,,,,,,,,,,,,,,,,,,,,,20.444404203625616,18.938628001825705,52.65370205194442,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.0,0.0,0.0,545.0,10.0,86.0,1504.0,0.1,69.0,0.0,0.0,288.9477696418762,,,,,,,,,,,,,,,,,,,,,27.54195386989167,23.175422260653466,66.76485491215873,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,0.0,580.0,11.0,35.0,1539.0,0.1,20.0,0.0,0.0,292.633900642395,,,,,,,,,,,,,,,,,,,,,5.166306728270072,8.5146666451405,19.858877159953305,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,0.0,616.0,12.0,36.0,1575.0,0.1,19.0,0.0,0.0,296.31589365005493,,,,,,,,,,,,,,,,,,,,,4.040101500538889,8.448043525240644,18.892322097854223,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,0.0,669.0,13.0,53.0,1628.0,0.1,40.0,0.0,0.0,301.6950216293335,,,,,,,,,,,,,,,,,,,,,15.363861238630523,14.229053268171489,39.26420449914639,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,0.0,703.0,14.0,34.0,1662.0,0.1,15.0,0.0,0.0,305.21572160720825,,,,,,,,,,,,,,,,,,,,,1.6271391739614285,7.401875356540316,14.974611516506812,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,0.0,785.0,15.0,82.0,1744.0,0.1,63.0,0.0,0.0,313.3086361885071,,,,,,,,,,,,,,,,,,,,,23.910895639829157,21.840900653680027,61.16156853303154,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,0.0,828.0,16.0,43.0,1787.0,0.1,26.0,0.0,0.0,317.5890598297119,,,,,,,,,,,,,,,,,,,,,7.254567160047467,10.639278077112454,25.739506886383847,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,0.0,859.0,17.0,31.0,1818.0,0.1,14.0,0.0,0.0,320.8604245185852,,,,,,,,,,,,,,,,,,,,,1.8031421849569231,6.845262057372968,13.972032685604855,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,0.0,934.0,18.0,75.0,1893.0,0.1,58.0,0.0,0.0,328.42142701148987,,,,,,,,,,,,,,,,,,,,,22.33881896153362,20.079902418854445,56.437406954386795,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,0.0,986.0,19.0,52.0,1945.0,0.1,35.0,0.0,0.0,333.6035408973694,,,,,,,,,,,,,,,,,,,,,11.462530472357141,13.377237852934405,34.47285966190158,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,1129.0,20.0,143.0,2088.0,0.1,130.0,0.0,0.0,347.5679244995117,,,,,,,,,,,,,,,,,,,,,57.6974197817096,38.56210733596904,121.99313324457148,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,0.0,152.0,1.0,152.0,2240.0,0.1,139.0,0.0,0.0,529.5807371139526,,,,,,,,,,,,,,,,,,,,,61.81537511180544,40.84877196983722,129.86366044022563,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,0.0,197.0,2.0,45.0,2285.0,0.1,26.0,0.0,0.0,534.0442385673523,,,,,,,,,,,,,,,,,,,,,6.569097761677776,10.89710020185272,25.755876598043994,-8.964083874125917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,0.0,233.0,3.0,36.0,2321.0,0.1,19.0,0.0,0.0,537.7503612041473,,,,,,,,,,,,,,,,,,,,,4.040101500538889,8.448043525240644,18.892322097854223,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,0.0,334.0,4.0,101.0,2422.0,0.1,84.0,0.0,0.0,547.5892391204834,,,,,,,,,,,,,,,,,,,,,34.60826947047111,27.30774795703465,80.66581574916503,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,0.0,399.0,5.0,65.0,2487.0,0.1,50.0,0.0,0.0,554.0275230407715,,,,,,,,,,,,,,,,,,,,,19.337391623190367,17.453064930233175,48.840702108006525,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
